LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,Year,Labor Force,Employed,Unemployed,Unemployment Rate 
CN3102500000000,31,25,"Cass County, NE",2014,"13,233","12,738",495,3.7
CN3102700000000,31,27,"Cedar County, NE",2014,"4,666","4,557",109,2.3
CN3102900000000,31,29,"Chase County, NE",2014,"2,346","2,298",48,2
CN3103100000000,31,31,"Cherry County, NE",2014,"3,413","3,329",84,2.5
CN3103300000000,31,33,"Cheyenne County, NE",2014,"5,746","5,620",126,2.2
CN3103500000000,31,35,"Clay County, NE",2014,"3,461","3,347",114,3.3
CN3103700000000,31,37,"Colfax County, NE",2014,"5,619","5,451",168,3
CN3103900000000,31,39,"Cuming County, NE",2014,"4,948","4,817",131,2.6
CN3104100000000,31,41,"Custer County, NE",2014,"6,132","5,983",149,2.4
CN3104300000000,31,43,"Dakota County, NE",2014,"11,045","10,631",414,3.7
CN3104500000000,31,45,"Dawes County, NE",2014,"5,283","5,127",156,3
CN3104700000000,31,47,"Dawson County, NE",2014,"13,328","12,864",464,3.5
CN3104900000000,31,49,"Deuel County, NE",2014,"1,090","1,060",30,2.8
CN3105100000000,31,51,"Dixon County, NE",2014,"3,056","2,962",94,3.1
CN3105300000000,31,53,"Dodge County, NE",2014,"19,214","18,512",702,3.7
CN3105500000000,31,55,"Douglas County, NE",2014,"286,397","275,983","10,414",3.6
CN3105700000000,31,57,"Dundy County, NE",2014,"1,277","1,248",29,2.3
CN3105900000000,31,59,"Fillmore County, NE",2014,"3,244","3,166",78,2.4
CN3106100000000,31,61,"Franklin County, NE",2014,"1,575","1,525",50,3.2
CN3106300000000,31,63,"Frontier County, NE",2014,"1,551","1,507",44,2.8
CN3106500000000,31,65,"Furnas County, NE",2014,"2,708","2,630",78,2.9
CN3106700000000,31,67,"Gage County, NE",2014,"11,084","10,624",460,4.2
CN3106900000000,31,69,"Garden County, NE",2014,"1,192","1,158",34,2.9
CN3107100000000,31,71,"Garfield County, NE",2014,"1,201","1,170",31,2.6
CN3107300000000,31,73,"Gosper County, NE",2014,"1,135","1,101",34,3
CN3107500000000,31,75,"Grant County, NE",2014,428,418,10,2.3
CN3107700000000,31,77,"Greeley County, NE",2014,"1,271","1,230",41,3.2
CN3107900000000,31,79,"Hall County, NE",2014,"32,388","31,119","1,269",3.9
CN3108100000000,31,81,"Hamilton County, NE",2014,"4,762","4,618",144,3
CN3108300000000,31,83,"Harlan County, NE",2014,"1,801","1,754",47,2.6
CN3108500000000,31,85,"Hayes County, NE",2014,628,610,18,2.9
CN3108700000000,31,87,"Hitchcock County, NE",2014,"1,340","1,294",46,3.4
CN3108900000000,31,89,"Holt County, NE",2014,"5,920","5,762",158,2.7
CN3109100000000,31,91,"Hooker County, NE",2014,423,405,18,4.3
CN3109300000000,31,93,"Howard County, NE",2014,"3,365","3,239",126,3.7
CN3109500000000,31,95,"Jefferson County, NE",2014,"4,298","4,166",132,3.1
CN3109700000000,31,97,"Johnson County, NE",2014,"2,168","2,085",83,3.8
CN3109900000000,31,99,"Kearney County, NE",2014,"3,847","3,752",95,2.5
CN3110100000000,31,101,"Keith County, NE",2014,"4,665","4,530",135,2.9
CN3110300000000,31,103,"Keya Paha County, NE",2014,619,602,17,2.7
CN3110500000000,31,105,"Kimball County, NE",2014,"2,226","2,170",56,2.5
CN3110700000000,31,107,"Knox County, NE",2014,"4,731","4,583",148,3.1
CN3110900000000,31,109,"Lancaster County, NE",2014,"167,918","162,893","5,025",3
CN3111100000000,31,111,"Lincoln County, NE",2014,"18,725","18,114",611,3.3
CN3111300000000,31,113,"Logan County, NE",2014,496,480,16,3.2
CN3111500000000,31,115,"Loup County, NE",2014,381,366,15,3.9
CN3111700000000,31,117,"McPherson County, NE",2014,438,428,10,2.3
CN3111900000000,31,119,"Madison County, NE",2014,"19,478","18,902",576,3
CN3112100000000,31,121,"Merrick County, NE",2014,"4,112","3,956",156,3.8
CN3112300000000,31,123,"Morrill County, NE",2014,"2,680","2,599",81,3
CN3112500000000,31,125,"Nance County, NE",2014,"2,070","2,014",56,2.7
CN3112700000000,31,127,"Nemaha County, NE",2014,"3,725","3,581",144,3.9
CN3112900000000,31,129,"Nuckolls County, NE",2014,"2,403","2,335",68,2.8
CN3113100000000,31,131,"Otoe County, NE",2014,"8,241","7,935",306,3.7
CN3113300000000,31,133,"Pawnee County, NE",2014,"1,652","1,606",46,2.8
CN3113500000000,31,135,"Perkins County, NE",2014,"1,851","1,812",39,2.1
CN3113700000000,31,137,"Phelps County, NE",2014,"5,052","4,920",132,2.6
CN3113900000000,31,139,"Pierce County, NE",2014,"4,238","4,116",122,2.9
CN3114100000000,31,141,"Platte County, NE",2014,"17,309","16,791",518,3
CN3114300000000,31,143,"Polk County, NE",2014,"2,961","2,866",95,3.2
CN3114500000000,31,145,"Red Willow County, NE",2014,"6,285","6,123",162,2.6
CN3114700000000,31,147,"Richardson County, NE",2014,"4,275","4,119",156,3.6
CN3114900000000,31,149,"Rock County, NE",2014,883,860,23,2.6
CN3115100000000,31,151,"Saline County, NE",2014,"7,231","6,981",250,3.5
CN3115300000000,31,153,"Sarpy County, NE",2014,"89,787","86,995","2,792",3.1
CN3115500000000,31,155,"Saunders County, NE",2014,"11,014","10,630",384,3.5
CN3115700000000,31,157,"Scotts Bluff County, NE",2014,"18,746","18,064",682,3.6
CN3115900000000,31,159,"Seward County, NE",2014,"8,842","8,570",272,3.1
CN3116100000000,31,161,"Sheridan County, NE",2014,"2,779","2,706",73,2.6
CN3116300000000,31,163,"Sherman County, NE",2014,"1,727","1,669",58,3.4
CN3116500000000,31,165,"Sioux County, NE",2014,806,786,20,2.5
CN3116700000000,31,167,"Stanton County, NE",2014,"3,574","3,474",100,2.8
CN3116900000000,31,169,"Thayer County, NE",2014,"3,031","2,953",78,2.6
CN3117100000000,31,171,"Thomas County, NE",2014,428,413,15,3.5
CN3117300000000,31,173,"Thurston County, NE",2014,"3,020","2,836",184,6.1
CN3117500000000,31,175,"Valley County, NE",2014,"2,117","2,053",64,3
CN3117700000000,31,177,"Washington County, NE",2014,"11,039","10,682",357,3.2
CN3117900000000,31,179,"Wayne County, NE",2014,"5,565","5,409",156,2.8
CN3118100000000,31,181,"Webster County, NE",2014,"1,729","1,670",59,3.4
CN3118300000000,31,183,"Wheeler County, NE",2014,559,543,16,2.9
CN3118500000000,31,185,"York County, NE",2014,"7,393","7,158",235,3.2
CN3200100000000,32,1,"Churchill County, NV",2014,"10,890","10,065",825,7.6
CN3200300000000,32,3,"Clark County, NV",2014,"1,019,945","938,467","81,478",8
CN3200500000000,32,5,"Douglas County, NV",2014,"22,391","20,606","1,785",8
CN3200700000000,32,7,"Elko County, NV",2014,"28,231","26,659","1,572",5.6
CN3200900000000,32,9,"Esmeralda County, NV",2014,533,509,24,4.5
CN3201100000000,32,11,"Eureka County, NV",2014,"1,035",974,61,5.9
CN3201300000000,32,13,"Humboldt County, NV",2014,"8,969","8,411",558,6.2
CN3201500000000,32,15,"Lander County, NV",2014,"3,374","3,151",223,6.6
CN3201700000000,32,17,"Lincoln County, NV",2014,"1,941","1,796",145,7.5
CN3201900000000,32,19,"Lyon County, NV",2014,"22,900","20,566","2,334",10.2
CN3202100000000,32,21,"Mineral County, NV",2014,"1,660","1,474",186,11.2
CN3202300000000,32,23,"Nye County, NV",2014,"16,326","14,754","1,572",9.6
CN3202700000000,32,27,"Pershing County, NV",2014,"2,606","2,419",187,7.2
CN3202900000000,32,29,"Storey County, NV",2014,"1,850","1,681",169,9.1
CN3203100000000,32,31,"Washoe County, NV",2014,"222,830","205,942","16,888",7.6
CN3203300000000,32,33,"White Pine County, NV",2014,"4,893","4,598",295,6
CN3251000000000,32,510,"Carson City, NV",2014,"25,001","22,836","2,165",8.7
CN3300100000000,33,1,"Belknap County, NH",2014,"31,570","30,265","1,305",4.1
CN3300300000000,33,3,"Carroll County, NH",2014,"24,151","23,129","1,022",4.2
CN3300500000000,33,5,"Cheshire County, NH",2014,"41,976","40,286","1,690",4
CN3300700000000,33,7,"Coos County, NH",2014,"15,167","14,279",888,5.9
CN3300900000000,33,9,"Grafton County, NH",2014,"48,408","46,698","1,710",3.5
CN3301100000000,33,11,"Hillsborough County, NH",2014,"228,342","218,102","10,240",4.5
CN3301300000000,33,13,"Merrimack County, NH",2014,"80,763","77,696","3,067",3.8
CN3301500000000,33,15,"Rockingham County, NH",2014,"176,398","168,296","8,102",4.6
CN3301700000000,33,17,"Strafford County, NH",2014,"70,498","67,699","2,799",4
CN3301900000000,33,19,"Sullivan County, NH",2014,"23,722","22,876",846,3.6
CN3400100000000,34,1,"Atlantic County, NJ",2014,"132,684","118,726","13,958",10.5
CN3400300000000,34,3,"Bergen County, NJ",2014,"480,207","454,175","26,032",5.4
CN3400500000000,34,5,"Burlington County, NJ",2014,"229,962","215,260","14,702",6.4
CN3400700000000,34,7,"Camden County, NJ",2014,"253,330","233,858","19,472",7.7
CN3400900000000,34,9,"Cape May County, NJ",2014,"48,780","42,817","5,963",12.2
CN3401100000000,34,11,"Cumberland County, NJ",2014,"67,710","60,988","6,722",9.9
CN3401300000000,34,13,"Essex County, NJ",2014,"376,003","345,955","30,048",8
CN3401500000000,34,15,"Gloucester County, NJ",2014,"148,461","137,584","10,877",7.3
CN3401700000000,34,17,"Hudson County, NJ",2014,"359,263","336,440","22,823",6.4
CN3401900000000,34,19,"Hunterdon County, NJ",2014,"65,784","62,587","3,197",4.9
CN3402100000000,34,21,"Mercer County, NJ",2014,"195,118","183,665","11,453",5.9
CN3402300000000,34,23,"Middlesex County, NJ",2014,"435,088","408,592","26,496",6.1
CN3402500000000,34,25,"Monmouth County, NJ",2014,"327,777","307,970","19,807",6
CN3402700000000,34,27,"Morris County, NJ",2014,"262,058","248,941","13,117",5
CN3402900000000,34,29,"Ocean County, NJ",2014,"266,318","246,724","19,594",7.4
CN3403100000000,34,31,"Passaic County, NJ",2014,"248,343","227,913","20,430",8.2
CN3403300000000,34,33,"Salem County, NJ",2014,"31,199","28,547","2,652",8.5
CN3403500000000,34,35,"Somerset County, NJ",2014,"173,688","164,646","9,042",5.2
CN3403700000000,34,37,"Sussex County, NJ",2014,"77,535","72,567","4,968",6.4
CN3403900000000,34,39,"Union County, NJ",2014,"279,407","260,087","19,320",6.9
CN3404100000000,34,41,"Warren County, NJ",2014,"57,097","53,489","3,608",6.3
CN3500100000000,35,1,"Bernalillo County, NM",2014,"318,847","298,911","19,936",6.3
CN3500300000000,35,3,"Catron County, NM",2014,"1,181","1,083",98,8.3
CN3500500000000,35,5,"Chaves County, NM",2014,"26,966","25,305","1,661",6.2
CN3500600000000,35,6,"Cibola County, NM",2014,"9,022","8,249",773,8.6
CN3500700000000,35,7,"Colfax County, NM",2014,"6,121","5,734",387,6.3
CN3500900000000,35,9,"Curry County, NM",2014,"21,581","20,480","1,101",5.1
CN3501100000000,35,11,"De Baca County, NM",2014,827,787,40,4.8
CN3501300000000,35,13,"Dona Ana County, NM",2014,"93,496","86,632","6,864",7.3
CN3501500000000,35,15,"Eddy County, NM",2014,"28,908","27,618","1,290",4.5
CN3501700000000,35,17,"Grant County, NM",2014,"12,457","11,628",829,6.7
CN3501900000000,35,19,"Guadalupe County, NM",2014,"1,607","1,482",125,7.8
CN3502100000000,35,21,"Harding County, NM",2014,318,303,15,4.7
CN3502300000000,35,23,"Hidalgo County, NM",2014,"2,137","1,984",153,7.2
CN3502500000000,35,25,"Lea County, NM",2014,"30,557","29,204","1,353",4.4
CN3502700000000,35,27,"Lincoln County, NM",2014,"8,763","8,232",531,6.1
CN3502800000000,35,28,"Los Alamos County, NM",2014,"8,417","8,067",350,4.2
CN3502900000000,35,29,"Luna County, NM",2014,"11,299","9,243","2,056",18.2
CN3503100000000,35,31,"McKinley County, NM",2014,"23,840","21,409","2,431",10.2
CN3503300000000,35,33,"Mora County, NM",2014,"2,255","2,005",250,11.1
CN3503500000000,35,35,"Otero County, NM",2014,"24,624","23,073","1,551",6.3
CN3503700000000,35,37,"Quay County, NM",2014,"3,288","3,070",218,6.6
CN3503900000000,35,39,"Rio Arriba County, NM",2014,"16,431","14,980","1,451",8.8
CN3504100000000,35,41,"Roosevelt County, NM",2014,"8,082","7,632",450,5.6
CN3504300000000,35,43,"Sandoval County, NM",2014,"60,903","56,515","4,388",7.2
CN3504500000000,35,45,"San Juan County, NM",2014,"55,044","51,507","3,537",6.4
CN3504700000000,35,47,"San Miguel County, NM",2014,"10,946","10,050",896,8.2
CN3504900000000,35,49,"Santa Fe County, NM",2014,"72,277","68,317","3,960",5.5
CN3505100000000,35,51,"Sierra County, NM",2014,"3,932","3,568",364,9.3
CN3505300000000,35,53,"Socorro County, NM",2014,"6,445","5,968",477,7.4
CN3505500000000,35,55,"Taos County, NM",2014,"14,945","13,453","1,492",10
CN3505700000000,35,57,"Torrance County, NM",2014,"5,550","5,005",545,9.8
CN3505900000000,35,59,"Union County, NM",2014,"1,893","1,806",87,4.6
CN3506100000000,35,61,"Valencia County, NM",2014,"29,428","27,095","2,333",7.9
CN3600100000000,36,1,"Albany County, NY",2014,"158,084","150,398","7,686",4.9
CN3600300000000,36,3,"Allegany County, NY",2014,"23,442","21,992","1,450",6.2
CN3600500000000,36,5,"Bronx County, NY",2014,"605,482","545,998","59,484",9.8
CN3600700000000,36,7,"Broome County, NY",2014,"88,441","82,600","5,841",6.6
CN3600900000000,36,9,"Cattaraugus County, NY",2014,"36,812","34,248","2,564",7
CN3601100000000,36,11,"Cayuga County, NY",2014,"37,806","35,555","2,251",6
CN3601300000000,36,13,"Chautauqua County, NY",2014,"58,071","54,137","3,934",6.8
CN3601500000000,36,15,"Chemung County, NY",2014,"38,365","35,978","2,387",6.2
CN3601700000000,36,17,"Chenango County, NY",2014,"23,302","21,862","1,440",6.2
CN3601900000000,36,19,"Clinton County, NY",2014,"36,174","33,788","2,386",6.6
CN3602100000000,36,21,"Columbia County, NY",2014,"31,488","30,012","1,476",4.7
CN3602300000000,36,23,"Cortland County, NY",2014,"23,783","22,244","1,539",6.5
CN3602500000000,36,25,"Delaware County, NY",2014,"20,133","18,818","1,315",6.5
CN3602700000000,36,27,"Dutchess County, NY",2014,"142,979","135,415","7,564",5.3
CN3602900000000,36,29,"Erie County, NY",2014,"450,740","423,402","27,338",6.1
CN3603100000000,36,31,"Essex County, NY",2014,"17,638","16,430","1,208",6.8
CN3603300000000,36,33,"Franklin County, NY",2014,"20,615","19,128","1,487",7.2
CN3603500000000,36,35,"Fulton County, NY",2014,"23,553","21,757","1,796",7.6
CN3603700000000,36,37,"Genesee County, NY",2014,"30,180","28,516","1,664",5.5
CN3603900000000,36,39,"Greene County, NY",2014,"20,821","19,423","1,398",6.7
CN3604100000000,36,41,"Hamilton County, NY",2014,"2,441","2,261",180,7.4
CN3604300000000,36,43,"Herkimer County, NY",2014,"28,998","27,042","1,956",6.7
CN3604500000000,36,45,"Jefferson County, NY",2014,"46,838","43,292","3,546",7.6
CN3604700000000,36,47,"Kings County, NY",2014,"1,217,191","1,124,085","93,106",7.6
CN3604900000000,36,49,"Lewis County, NY",2014,"11,926","10,995",931,7.8
CN3605100000000,36,51,"Livingston County, NY",2014,"31,108","29,316","1,792",5.8
CN3605300000000,36,53,"Madison County, NY",2014,"33,596","31,452","2,144",6.4
CN3605500000000,36,55,"Monroe County, NY",2014,"366,378","345,253","21,125",5.8
CN3605700000000,36,57,"Montgomery County, NY",2014,"22,379","20,716","1,663",7.4
CN3605900000000,36,59,"Nassau County, NY",2014,"689,300","656,552","32,748",4.8
CN3606100000000,36,61,"New York County, NY",2014,"907,607","851,856","55,751",6.1
CN3606300000000,36,63,"Niagara County, NY",2014,"102,048","94,920","7,128",7
CN3606500000000,36,65,"Oneida County, NY",2014,"103,700","97,402","6,298",6.1
CN3606700000000,36,67,"Onondaga County, NY",2014,"225,818","213,326","12,492",5.5
CN3606900000000,36,69,"Ontario County, NY",2014,"55,060","52,193","2,867",5.2
CN3607100000000,36,71,"Orange County, NY",2014,"176,335","166,709","9,626",5.5
CN3607300000000,36,73,"Orleans County, NY",2014,"18,136","16,755","1,381",7.6
CN3607500000000,36,75,"Oswego County, NY",2014,"55,335","50,887","4,448",8
CN3607700000000,36,77,"Otsego County, NY",2014,"30,160","28,447","1,713",5.7
CN3607900000000,36,79,"Putnam County, NY",2014,"50,528","48,062","2,466",4.9
CN3608100000000,36,81,"Queens County, NY",2014,"1,152,372","1,078,748","73,624",6.4
CN3608300000000,36,83,"Rensselaer County, NY",2014,"81,566","77,217","4,349",5.3
CN3608500000000,36,85,"Richmond County, NY",2014,"220,313","203,870","16,443",7.5
CN3608700000000,36,87,"Rockland County, NY",2014,"150,154","142,438","7,716",5.1
CN3608900000000,36,89,"St. Lawrence County, NY",2014,"47,314","43,664","3,650",7.7
CN3609100000000,36,91,"Saratoga County, NY",2014,"116,254","110,861","5,393",4.6
CN3609300000000,36,93,"Schenectady County, NY",2014,"76,495","72,413","4,082",5.3
CN3609500000000,36,95,"Schoharie County, NY",2014,"14,815","13,828",987,6.7
CN3609700000000,36,97,"Schuyler County, NY",2014,"8,650","8,046",604,7
CN3609900000000,36,99,"Seneca County, NY",2014,"15,597","14,723",874,5.6
CN3610100000000,36,101,"Steuben County, NY",2014,"44,315","41,279","3,036",6.9
CN3610300000000,36,103,"Suffolk County, NY",2014,"770,062","728,847","41,215",5.4
CN3610500000000,36,105,"Sullivan County, NY",2014,"33,449","31,261","2,188",6.5
CN3610700000000,36,107,"Tioga County, NY",2014,"23,902","22,451","1,451",6.1
CN3610900000000,36,109,"Tompkins County, NY",2014,"55,046","52,645","2,401",4.4
CN3611100000000,36,111,"Ulster County, NY",2014,"88,453","83,436","5,017",5.7
CN3611300000000,36,113,"Warren County, NY",2014,"32,461","30,336","2,125",6.5
CN3611500000000,36,115,"Washington County, NY",2014,"28,714","26,974","1,740",6.1
CN3611700000000,36,117,"Wayne County, NY",2014,"44,638","41,895","2,743",6.1
CN3611900000000,36,119,"Westchester County, NY",2014,"473,158","448,949","24,209",5.1
CN3612100000000,36,121,"Wyoming County, NY",2014,"18,448","17,252","1,196",6.5
CN3612300000000,36,123,"Yates County, NY",2014,"11,752","11,091",661,5.6
CN3700100000000,37,1,"Alamance County, NC",2014,"76,649","72,299","4,350",5.7
CN3700300000000,37,3,"Alexander County, NC",2014,"17,430","16,450",980,5.6
CN3700500000000,37,5,"Alleghany County, NC",2014,"4,383","4,083",300,6.8
CN3700700000000,37,7,"Anson County, NC",2014,"10,896","10,124",772,7.1
CN3700900000000,37,9,"Ashe County, NC",2014,"12,388","11,539",849,6.9
CN3701100000000,37,11,"Avery County, NC",2014,"7,635","7,136",499,6.5
CN3701300000000,37,13,"Beaufort County, NC",2014,"20,049","18,577","1,472",7.3
CN3701500000000,37,15,"Bertie County, NC",2014,"8,503","7,833",670,7.9
CN3701700000000,37,17,"Bladen County, NC",2014,"14,266","12,928","1,338",9.4
CN3701900000000,37,19,"Brunswick County, NC",2014,"47,602","43,843","3,759",7.9
CN3702100000000,37,21,"Buncombe County, NC",2014,"127,449","121,480","5,969",4.7
CN3702300000000,37,23,"Burke County, NC",2014,"39,284","36,839","2,445",6.2
CN3702500000000,37,25,"Cabarrus County, NC",2014,"94,123","88,645","5,478",5.8
CN3702700000000,37,27,"Caldwell County, NC",2014,"35,420","32,848","2,572",7.3
CN3702900000000,37,29,"Camden County, NC",2014,"4,543","4,266",277,6.1
CN3703100000000,37,31,"Carteret County, NC",2014,"31,012","29,087","1,925",6.2
CN3703300000000,37,33,"Caswell County, NC",2014,"9,633","8,939",694,7.2
CN3703500000000,37,35,"Catawba County, NC",2014,"74,500","69,766","4,734",6.4
CN3703700000000,37,37,"Chatham County, NC",2014,"32,175","30,603","1,572",4.9
CN3703900000000,37,39,"Cherokee County, NC",2014,"11,081","10,295",786,7.1
CN3704100000000,37,41,"Chowan County, NC",2014,"5,667","5,220",447,7.9
CN3704300000000,37,43,"Clay County, NC",2014,"4,098","3,827",271,6.6
CN3704500000000,37,45,"Cleveland County, NC",2014,"45,883","42,536","3,347",7.3
CN3704700000000,37,47,"Columbus County, NC",2014,"22,976","21,019","1,957",8.5
CN3704900000000,37,49,"Craven County, NC",2014,"41,010","38,175","2,835",6.9
CN3705100000000,37,51,"Cumberland County, NC",2014,"127,294","117,030","10,264",8.1
CN3705300000000,37,53,"Currituck County, NC",2014,"12,687","11,886",801,6.3
CN3705500000000,37,55,"Dare County, NC",2014,"20,069","18,379","1,690",8.4
CN3705700000000,37,57,"Davidson County, NC",2014,"78,214","73,289","4,925",6.3
CN3705900000000,37,59,"Davie County, NC",2014,"19,638","18,488","1,150",5.9
CN3706100000000,37,61,"Duplin County, NC",2014,"26,529","24,835","1,694",6.4
CN3706300000000,37,63,"Durham County, NC",2014,"152,631","144,824","7,807",5.1
CN3706500000000,37,65,"Edgecombe County, NC",2014,"23,190","20,800","2,390",10.3
CN3706700000000,37,67,"Forsyth County, NC",2014,"176,918","166,303","10,615",6
CN3706900000000,37,69,"Franklin County, NC",2014,"28,238","26,399","1,839",6.5
CN3707100000000,37,71,"Gaston County, NC",2014,"100,604","93,760","6,844",6.8
CN3707300000000,37,73,"Gates County, NC",2014,"5,185","4,878",307,5.9
CN3707500000000,37,75,"Graham County, NC",2014,"3,310","2,869",441,13.3
CN3707700000000,37,77,"Granville County, NC",2014,"28,072","26,550","1,522",5.4
CN3707900000000,37,79,"Greene County, NC",2014,"9,394","8,808",586,6.2
CN3708100000000,37,81,"Guilford County, NC",2014,"252,793","236,238","16,555",6.5
CN3708300000000,37,83,"Halifax County, NC",2014,"21,221","19,167","2,054",9.7
CN3708500000000,37,85,"Harnett County, NC",2014,"49,272","45,637","3,635",7.4
CN3708700000000,37,87,"Haywood County, NC",2014,"27,192","25,609","1,583",5.8
CN3708900000000,37,89,"Henderson County, NC",2014,"49,313","46,832","2,481",5
CN3709100000000,37,91,"Hertford County, NC",2014,"9,364","8,671",693,7.4
CN3709300000000,37,93,"Hoke County, NC",2014,"19,354","17,738","1,616",8.3
CN3709500000000,37,95,"Hyde County, NC",2014,"2,195","1,993",202,9.2
CN3709700000000,37,97,"Iredell County, NC",2014,"79,781","74,757","5,024",6.3
CN3709900000000,37,99,"Jackson County, NC",2014,"18,327","17,102","1,225",6.7
CN3710100000000,37,101,"Johnston County, NC",2014,"85,676","80,816","4,860",5.7
CN3710300000000,37,103,"Jones County, NC",2014,"4,479","4,182",297,6.6
CN3710500000000,37,105,"Lee County, NC",2014,"24,964","22,926","2,038",8.2
CN3710700000000,37,107,"Lenoir County, NC",2014,"27,794","25,809","1,985",7.1
CN3710900000000,37,109,"Lincoln County, NC",2014,"39,554","37,119","2,435",6.2
CN3711100000000,37,111,"McDowell County, NC",2014,"20,765","19,427","1,338",6.4
CN3711300000000,37,113,"Macon County, NC",2014,"15,006","14,014",992,6.6
CN3711500000000,37,115,"Madison County, NC",2014,"9,378","8,793",585,6.2
CN3711700000000,37,117,"Martin County, NC",2014,"9,862","9,092",770,7.8
CN3711900000000,37,119,"Mecklenburg County, NC",2014,"546,796","514,080","32,716",6
CN3712100000000,37,121,"Mitchell County, NC",2014,"6,521","6,017",504,7.7
CN3712300000000,37,123,"Montgomery County, NC",2014,"11,448","10,717",731,6.4
CN3712500000000,37,125,"Moore County, NC",2014,"38,097","35,767","2,330",6.1
CN3712700000000,37,127,"Nash County, NC",2014,"44,147","40,629","3,518",8
CN3712900000000,37,129,"New Hanover County, NC",2014,"110,302","103,765","6,537",5.9
CN3713100000000,37,131,"Northampton County, NC",2014,"7,927","7,289",638,8
CN3713300000000,37,133,"Onslow County, NC",2014,"63,875","59,997","3,878",6.1
CN3713500000000,37,135,"Orange County, NC",2014,"72,524","69,156","3,368",4.6
CN3713700000000,37,137,"Pamlico County, NC",2014,"5,290","4,939",351,6.6
CN3713900000000,37,139,"Pasquotank County, NC",2014,"17,241","15,851","1,390",8.1
CN3714100000000,37,141,"Pender County, NC",2014,"25,256","23,465","1,791",7.1
CN3714300000000,37,143,"Perquimans County, NC",2014,"5,090","4,694",396,7.8
CN3714500000000,37,145,"Person County, NC",2014,"17,904","16,515","1,389",7.8
CN3714700000000,37,147,"Pitt County, NC",2014,"87,287","81,666","5,621",6.4
CN3714900000000,37,149,"Polk County, NC",2014,"8,388","7,939",449,5.4
CN3715100000000,37,151,"Randolph County, NC",2014,"66,490","62,142","4,348",6.5
CN3715300000000,37,153,"Richmond County, NC",2014,"16,899","15,387","1,512",8.9
CN3715500000000,37,155,"Robeson County, NC",2014,"51,013","46,189","4,824",9.5
CN3715700000000,37,157,"Rockingham County, NC",2014,"41,030","37,961","3,069",7.5
CN3715900000000,37,159,"Rowan County, NC",2014,"62,307","57,911","4,396",7.1
CN3716100000000,37,161,"Rutherford County, NC",2014,"25,401","23,228","2,173",8.6
CN3716300000000,37,163,"Sampson County, NC",2014,"29,576","27,662","1,914",6.5
CN3716500000000,37,165,"Scotland County, NC",2014,"11,968","10,538","1,430",11.9
CN3716700000000,37,167,"Stanly County, NC",2014,"28,465","26,745","1,720",6
CN3716900000000,37,169,"Stokes County, NC",2014,"21,734","20,419","1,315",6.1
CN3717100000000,37,171,"Surry County, NC",2014,"32,936","30,908","2,028",6.2
CN3717300000000,37,173,"Swain County, NC",2014,"6,474","5,890",584,9
CN3717500000000,37,175,"Transylvania County, NC",2014,"13,314","12,536",778,5.8
CN3717700000000,37,177,"Tyrrell County, NC",2014,"1,550","1,396",154,9.9
CN3717900000000,37,179,"Union County, NC",2014,"108,570","102,875","5,695",5.2
CN3718100000000,37,181,"Vance County, NC",2014,"18,019","16,338","1,681",9.3
CN3718300000000,37,183,"Wake County, NC",2014,"522,303","496,695","25,608",4.9
CN3718500000000,37,185,"Warren County, NC",2014,"7,204","6,564",640,8.9
CN3718700000000,37,187,"Washington County, NC",2014,"5,029","4,545",484,9.6
CN3718900000000,37,189,"Watauga County, NC",2014,"26,975","25,579","1,396",5.2
CN3719100000000,37,191,"Wayne County, NC",2014,"53,744","50,304","3,440",6.4
CN3719300000000,37,193,"Wilkes County, NC",2014,"29,476","27,530","1,946",6.6
CN3719500000000,37,195,"Wilson County, NC",2014,"37,544","33,980","3,564",9.5
CN3719700000000,37,197,"Yadkin County, NC",2014,"17,487","16,496",991,5.7
CN3719900000000,37,199,"Yancey County, NC",2014,"7,474","6,969",505,6.8
CN3800100000000,38,1,"Adams County, ND",2014,"1,116","1,086",30,2.7
CN3800300000000,38,3,"Barnes County, ND",2014,"5,614","5,440",174,3.1
CN3800500000000,38,5,"Benson County, ND",2014,"2,521","2,358",163,6.5
CN3800700000000,38,7,"Billings County, ND",2014,492,478,14,2.8
CN3800900000000,38,9,"Bottineau County, ND",2014,"3,268","3,156",112,3.4
CN3801100000000,38,11,"Bowman County, ND",2014,"1,899","1,865",34,1.8
CN3801300000000,38,13,"Burke County, ND",2014,"1,303","1,269",34,2.6
CN3801500000000,38,15,"Burleigh County, ND",2014,"47,598","46,429","1,169",2.5
CN3801700000000,38,17,"Cass County, ND",2014,"92,934","90,669","2,265",2.4
CN3801900000000,38,19,"Cavalier County, ND",2014,"2,059","1,999",60,2.9
CN3802100000000,38,21,"Dickey County, ND",2014,"2,596","2,543",53,2
CN3802300000000,38,23,"Divide County, ND",2014,"1,878","1,850",28,1.5
CN3802500000000,38,25,"Dunn County, ND",2014,"4,309","4,255",54,1.3
CN3802700000000,38,27,"Eddy County, ND",2014,"1,295","1,223",72,5.6
CN3802900000000,38,29,"Emmons County, ND",2014,"1,566","1,478",88,5.6
CN3803100000000,38,31,"Foster County, ND",2014,"1,637","1,587",50,3.1
CN3803300000000,38,33,"Golden Valley County, ND",2014,978,958,20,2
